7,2.06
15,2.9586
29,4.7489
9,2.0727
18,3.2286
18,2.8438
5,1.3446
4,1.2729
17,2.7709
28,4.5034
27,4.7426
13,2.9783
14,2.2231
8,1.5413
8,2.7161
28,4.8755
5,2.2534
2,1.7578
23,4.3506
6,1.9047
18,3.9343
15,3.1593
14,3.1025
16,3.4364
20,3.0604
10,2.4699
29,4.5829
12,1.4544
16,4.499
28,4.2971
28,4.7189
4,1.957
11,2.5638
14,2.9457
1,1.1513
8,2.4085
17,4.2725
30,4.6164
21,4.0032
4,1.8252
4,2.0401
27,4.0614
5,1.1729
10,2.3627
6,2.0979
7,2.3836
28,4.9165
24,4.2697
21,4.3309
23,4.2434
28,4.8663
17,3.3261
7,1.8194
29,4.8772
25,4.4886
10,2.562
20,4.5438
19,3.1818
17,4.0403
19,3.5617
17,2.6327
21,3.8463
23,4.1895
6,1.5625
13,2.4796
8,1.6477
8,1.6682
9,2.8301
8,1.5752
30,4.9011
22,4.2176
24,4.5067
4,2.9157
17,3.5762
4,1.6857
18,3.7874
4,1.9568
17,3.8839
28,4.4857
23,4.4014
5,2.2849
5,1.2121
7,1.272
11,2.2707
24,4.0187
25,4.3794
4,2.1514
25,4.7302
20,3.4774
7,2.0911
2,1.6076
19,3.0318
11,3.0071
1,1.2642
5,1.9992
13,3.519
28,4.7694
12,2.082
5,1.6566
27,4.6499
24,4.7283
11,2.0719
27,4.464
11,1.9202
10,2.4451
3,1.8231
1,1.6969
29,4.5631
6,1.1848
1,1.1472
20,4.3897
27,4.7715
18,3.9077
24,4.2174
5,1.5694
1,1.7407
4,2.1181
11,1.9288
12,2.6482
13,2.5492
21,4.4125
1,1.611
11,2.1782
2,1.6433
5,1.3107
15,3.0493
1,1.4093
30,4.1541
24,3.5843
5,1.5326
29,4.7342
8,2.647
28,4.7847
8,2.5178
3,3.6314
30,4.5321
6,1.7096
29,4.7567
21,3.9651
10,1.726
25,4.5987
27,4.8981
2,1.2192
3,1.7164
13,2.9963
24,3.5831
26,4.8739
23,4.0828
12,2.6949
6,1.3762
5,1.3486
25,3.7197
3,1.5853
16,4.0215
15,2.7008
15,2.5427
24,4.5158
1,1.5354
22,3.8973
23,4.3125
14,3.8248
19,3.1
28,4.7384
15,3.3016
16,2.3611
24,3.0419
3,1.4239
27,4.6492
5,2.07
6,3.3397
2,1.5052
20,2.2511
1,1.354
11,2.0056
9,1.8296
4,1.35
22,4.7641
9,2.6845
13,3.5307
26,4.7366
17,2.8854
11,1.8041
19,3.0064
3,1.7159
9,1.812
30,4.6918
11,3.0959
30,4.7445
10,2.3663
13,2.0157
26,3.909
26,4.3042
21,3.9017
15,3.692
2,2.8827
8,2.3507
17,3.6404
25,4.9131
1,2.9264
21,4.0616
16,2.1525
18,3.0045
20,4.171
19,3.8625
25,4.594
12,2.9688
20,3.4559
9,1.9861
28,4.5807
8,1.2888
26,4.7475
28,4.7814
2,1.6498
18,3.8377
21,4.4815
28,4.5561
10,1.695
13,2.2465
1,1.1551
13,1.5679
1,1.6545
14,3.7447
23,4.1394
11,2.8302
24,4.2906
3,1.7726
17,3.7403
19,3.6898
30,4.6176
2,1.6773
22,4.6996
13,2.2111
23,4.8898
30,4.4523
29,3.9869
4,1.4262
10,2.6174
16,4.3109
16,3.8135
16,2.9233
14,3.4959
29,4.8327
27,4.7198
23,4.5258
14,2.2147
30,4.7598
16,3.6079
5,1.3067
26,4.222
2,1.6028
17,3.904
28,4.6826
14,3.0241
29,4.4398
3,1.4308
7,3.1003
1,1.4686
22,4.0157
30,4.5991
2,3.0226
30,4.6884
15,3.0216
7,2.16
14,3.2555
15,3.0799
10,2.31
20,4.0184
26,4.604
6,1.6062
27,4.6783
11,1.429
16,3.2779
12,2.4235
5,1.7152
8,1.8257
17,3.0036
3,2.3144
23,4.2736
26,4.6036
6,2.336
30,4.8068
23,3.2918
20,4.026
24,4.5761
13,2.7747
9,2.0071
19,3.9711
9,1.9257
20,4.6397
18,2.8723
15,3.093
28,4.5789
26,4.7957
22,3.8574
25,4.5781
24,4.8593
14,2.7441
10,2.3157
11,2.2976
7,2.0555
8,1.9862
24,4.7886
4,1.2734
15,3.2636
28,4.5824
9,1.5976
15,2.9905
28,3.8643
1,1.3933
20,3.4728
27,4.6817
24,2.9447
9,2.3134
6,1.6835
4,2.0494
11,2.2265
13,1.3416
22,4.3226
3,2.1867
18,3.09
9,2.0223
24,3.3976
12,1.9295
11,2.1871
12,2.0221
27,4.6764
23,3.6889
24,4.0953
19,3.95
22,3.7142
16,3.406
9,3.2777
28,4.4476
13,2.9991
29,4.6186
3,1.5032
6,2.2075
16,3.4536
22,4.0139
10,2.4945
7,1.8165
10,2.6068
14,2.9556
5,2.4792
4,1.312
2,2.8546
15,3.431
28,4.7214
17,3.9098
6,2.6649
14,2.9419
6,1.3036
24,3.9045
20,3.4678
23,4.6365
12,2.8869
12,2.4782
29,4.5821
8,1
17,3.4666
20,3.428
21,3.6687
6,2.231
6,1.3842
1,1.6749
21,3.7647
4,1.616
17,3.7289
18,3.9142
16,2.0813
21,4.0953
14,3.731
22,4.3737
30,4.7024
29,4.6284
5,1.4013
24,4.503
5,1.3711
22,3.9891
23,4.2729
17,3.1093
30,4.5321
25,4.7464
12,2.8945
19,3.5918
5,2.7434
29,4.6893
27,4.6561
25,4.7602
10,2.2454
27,4.4647
29,4.7021
21,4.1084
20,4.0405
16,4.2434
30,4.9748
19,2.8194
8,1.4578
13,2.0527
12,1.7987
15,3.905
16,2.9192
23,4.492
7,2.1889
1,1.2249
9,1.7928
16,4.2807
20,3.9892
22,4.0059
16,3.0748
2,1.1176
4,1.1634
30,4.8553
13,2.4861
10,2.779
14,2.903
5,1.3811
21,3.6993
8,2.3866
26,4.4705
15,2.5747
6,1.3662
18,3.8791
22,4.0456
7,2.5502
23,4.8267
15,2.7371
21,3.9214
26,4.7828
17,3.8299
21,4.5507
26,4.819
3,2.2971
19,3.7276
1,1.1638
9,1.5662
7,1.4905
14,2.2611
12,1.3101
27,4.8256
24,4.0602
18,3.9447
9,2.0461
21,3.6852
19,3.9426
1,1.8558
11,2.3392
15,2.4708
20,3.3291
8,1.6098
4,1.7921
30,4.6989
1,1.3819
23,4.551
3,1.95
11,3.0673
4,1.2593
29,4.486
12,3.6191
12,2.9875
8,1.7358
1,1.572
11,1.4943
7,1.762
16,3.0549
8,3.0916
19,3.9107
29,4.6931
18,3.8255
8,2.1177
6,1.0791
26,4.5883
29,4.8742
20,4.5432
26,4.7574
20,4.2766
10,2.3823
29,4.6827
3,1.1811
6,1.5854
12,1.5182
1,1.6548
25,4.6468
25,4.4079
25,4.8353
8,2.5971
21,3.2353
29,4.6764
10,1.1697
29,4.6653
6,1.6452
20,3.7741
8,1.876
15,2.8963
22,3.9392
5,2.5531
17,3.4509
2,1.3109
16,4.1997
27,4.8266
4,1.6787
12,2.1539
6,2.0875
6,1.3862
1,1.6058
2,1.6654
18,3.8037
23,4.2675
1,1.5399
13,2.0749
14,2.9418
24,4.777
21,4.1322
17,3.035
18,3.1159
27,4.8087
24,4.9255
2,1.3633
4,1.1406
3,1.3962
21,4.4277
26,3.9824
24,4.3672
28,4.8068
22,4.5885
3,2.9678
17,3.879
3,1.9881
18,3.0773
25,4.7719
5,2.0603
18,3.7251
9,1.5584
6,1.8866
3,1.32
13,2.1666
26,4.7504
21,4.3547
22,4.3829
27,4.7024
11,1.7984
14,3.0373
28,4.7291
7,1.9996
22,4.6315
10,1.6338
1,1.5178
6,1.7082
3,1.1251
3,1.1236
12,2.0917
28,4.5937
14,3.5193
16,3.4213
9,1.3062
10,2.4409
14,2.6525
28,4.7248
15,3.3631
23,4.8616
3,2.9411
4,2.0258
3,1.5347
24,4.3499
30,4.8816
2,1.163
5,1.8278
6,1.7004
14,3.0934
12,3.6157
16,3.0724
20,3.9926
24,4.4089
3,1.8451
4,1.612
24,4.5252
2,1.1687
2,1.5572
10,2.3888
9,2.0768
2,1.308
16,2.2633
25,4.7469
17,3.2568
10,2.5928
21,3.9401
2,1.5142
11,2.0845
3,1.3952
12,2.7794
12,1.9729
15,4.2999
14,2.3648
27,4.7916
3,1.1429
28,4.7039
7,2.0873
25,4.7693
26,5
14,2.535
22,3.5206
